CD_CID,DS_CID,DT_EXCL,ID_ORIGEM
E870,HIPEROSMOLARIDADE E HIPERNATREMIA                                                                   ,,
E871,HIPOSMOLARIDADE E HIPONATREMIA                                                                      ,,
E872,ACIDOSE                                                                                             ,,
E873,ALCALOSE                                                                                            ,,
E874,DISTURBIO MISTO DO EQUILIBRIO ACIDO-BASICO                                                          ,,
E875,HIPERPOTASSEMIA                                                                                     ,,
E876,HIPOPOTASSEMIA                                                                                      ,,
E877,SOBRECARGA DE LIQUIDOS                                                                              ,,
E878,OUTROS TRANSTORNOS DO EQUILIBRIO HIDROELETROLITICO NAO CLASSIFICADOS EM OUTRA PARTE                 ,,
E88,OUTROS DISTURBIOS METABOLICOS E SUBTÍTULOS                                                          ,,
E880,DISTURBIOS DO METABOLISMO DAS PROTEINAS PLASMATICAS NAO CLASSIFICADOS EM OUTRA PARTE                ,,
E881,LIPODISTROFIA NAO CLASSIFICADA EM OUTRA PARTE                                                       ,,
E882,LIPOMATOSE NAO CLASSIFICADA EM OUTRA PARTE                                                          ,,
E888,OUTROS DISTURBIOS ESPECIFICADOS DO METABOLISMO                                                      ,,
E889,DISTURBIO METABOLICO NAO ESPECIFICADO                                                               ,,
E89,TRANSTORNOS ENDOCRINOS E METABOLICOS POS-PROCEDIMENTOS, NAO CLASSIFICADOS EM OUTRA PARTE E SUBTÍTULO,,
E890,HIPOTIREOIDISMO POS-PROCEDIMENTO                                                                    ,,
E891,HIPOINSULINEMIA POS-PROCEDIMENTO                                                                    ,,
E892,HIPOPARATIREOIDISMO POS-PROCEDIMENTO                                                                ,,
A848,OUTRAS ENCEFALITES POR VIRUS TRANSMITIDAS POR CARRAPATOS                                            ,,
A849,ENCEFALITE NAO ESPECIFICADA POR VIRUS TRANSMITIDA POR CARRAPATOS                                    ,,
A85,OUTRAS ENCEFALITES VIRAIS, NAO CLASSIFICADAS EM OUTRA PARTE E SUBTÍTULOS                            ,,
A850,ENCEFALITE POR ENTEROVIRUS                                                                          ,,
A851,ENCEFALITE POR ADENOVIRUS                                                                           ,,
A852,ENCEFALITE POR VIRUS TRANSMITIDO POR ARTROPODES, NAO ESPECIFICADA                                   ,,
A858,OUTRAS ENCEFALITES VIRAIS ESPECIFICADAS                                                             ,,
A86,ENCEFALITE VIRAL, NAO ESPECIFICADA E SUBTÍTULOS                                                     ,,
A87,MENINGITE VIRAL E SUBTÍTULOS                                                                        ,,
A870,MENINGITE POR ENTEROVIRUS                                                                           ,,
A871,MENINGITE POR ADENOVIRUS                                                                            ,,
A872,CORIOMENINGITE LINFOCITARIA                                                                         ,,
A878,OUTRAS MENINGITES VIRAIS                                                                            ,,
A879,MENINGITE VIRAL NAO ESPECIFICADA                                                                    ,,
A88,OUTRAS INFECCOES VIRAIS DO SISTEMA NERVOSO CENTRAL NAO CLASSIFICADAS EM OUTRA PARTE E SUBTÍTULOS    ,,
A880,FEBRE EXANTEMATICA POR ENTEROVIRUS [EXANTEMA DE BOSTON]                                             ,,
A881,VERTIGEM EPIDEMICA                                                                                  ,,
A888,OUTRAS INFECCOES VIRAIS ESPECIFICADAS DO SISTEMA NERVOSO CENTRAL                                    ,,
A89,INFECCOES VIRAIS NAO ESPECIFICADAS DO SISTEMA NERVOSO CENTRAL E SUBTÍTULOS                          ,,
A90,DENGUE [DENGUE CLASSICO] E SUBTÍTULOS                                                               ,,
A91,FEBRE HEMORRAGICA DEVIDA AO VIRUS DO DENGUE E SUBTÍTULOS                                            ,,
A92,OUTRAS FEBRES VIRAIS TRANSMITIDAS POR MOSQUITOS E SUBTÍTULOS                                        ,,
A920,FEBRE DE CHIKUNGUNYA,,
A921,FEBRE DE ONYONG-NYONG                                                                               ,,
A922,FEBRE EQUINA VENEZUELANA                                                                            ,,
A923,INFECCAO PELO VIRUS WEST NILE                                                                       ,,
A924,FEBRE DO VALE DO RIFT                                                                               ,,
A928,OUTRAS FEBRES VIRAIS ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS                                       ,,
A929,FEBRE VIRAL TRANSMITIDA POR MOSQUITOS, NAO ESPECIFICADA                                             ,,
A93,OUTRAS FEBRES POR VIRUS TRANSMITIDAS POR ARTROPODES NAO CLASSIFICADAS EM OUTRA PARTE E SUBTÍTULOS   ,,
A930,FEBRE DE OROPOUCHE                                                                                  ,,
A931,FEBRE POR FLEBOTOMOS                                                                                ,,
A932,FEBRE DO COLORADO TRANSMITIDA POR CARRAPATOS                                                        ,,
A938,OUTRAS FEBRES VIRAIS ESPECIFICADAS TRANSMITIDAS POR ARTROPODES                                      ,,
A94,FEBRE VIRAL TRANSMITIDA POR ARTROPODES, NAO ESPECIFICADA E SUBTÍTULOS                               ,,
A95,FEBRE AMARELA E SUBTÍTULOS                                                                          ,,
A950,FEBRE AMARELA SILVESTRE                                                                             ,,
A951,FEBRE AMARELA URBANA                                                                                ,,
A959,FEBRE AMARELA NAO ESPECIFICADA                                                                      ,,
A96,FEBRE HEMORRAGICA POR ARENAVIRUS E SUBTÍTULOS                                                       ,,
A960,FEBRE HEMORRAGICA DE JUNIN                                                                          ,,
A961,FEBRE HEMORRAGICA DE MACHUPO                                                                        ,,
A962,FEBRE DE LASSA                                                                                      ,,
A968,OUTRAS FEBRES HEMORRAGICAS POR ARENAVIRUS                                                           ,,
A969,FEBRE HEMORRAGICA POR ARENAVIRUS, NAO ESPECIFICADA                                                  ,,
A98,OUTRAS FEBRES HEMORRAGICAS POR VIRUS, NAO CLASSIFICADAS EM OUTRA PARTE E SUBTÍTULOS                 ,,
A980,FEBRE HEMORRAGICA DA CRIMEIA (DO CONGO)                                                             ,,
A981,FEBRE HEMORRAGICA DE OMSK                                                                           ,,
A982,DOENCA DA FLORESTA DE KYASANUR                                                                      ,,
A983,DOENCA DE MARBURG                                                                                   ,,
A984,DOENCA PELO VIRUS EBOLA                                                                             ,,
A985,FEBRE HEMORRAGICA COM SINDROME RENAL                                                                ,,
A988,OUTRAS FEBRES HEMORRAGICAS ESPECIFICADAS POR VIRUS                                                  ,,
A99,FEBRES HEMORRAGICAS VIRAIS NAO ESPECIFICADAS E SUBTÍTULOS                                           ,,
B00,INFECCOES PELO VIRUS DO HERPES [HERPES SIMPLES] E SUBTÍTULOS                                        ,,
B000,ECZEMA HERPETICO                                                                                    ,,
B001,DERMATITE VESICULAR DEVIDO AO VIRUS DO HERPES                                                       ,,
B002,GENGIVOESTOMATITE E FARINGOAMIGDALITE DEVIDA AO VIRUS DO HERPES                                     ,,
B003,MENINGITE DEVIDA AO VIRUS DO HERPES                                                                 ,,
B004,ENCEFALITE DEVIDA AO VIRUS DO HERPES                                                                ,,
B005,AFECCOES OCULARES DEVIDAS AO VIRUS DO HERPES                                                        ,,
B007,DOENCA DISSEMINADA DEVIDA AO VIRUS DO HERPES                                                        ,,
B008,OUTRAS FORMAS DE INFECCAO DEVIDA AO VIRUS DO HERPES                                                 ,,
B009,INFECCAO NAO ESPECIFICADA DEVIDA AO VIRUS DO HERPES                                                 ,,
B01,VARICELA [CATAPORA] E SUBTÍTULOS                                                                    ,,
C90,MIELOMA MULTIPLO E NEOPLASIAS MALIGNAS DE PLASMOCITOS E SUBTÍTULOS                                  ,,
C900,MIELOMA MULTIPLO                                                                                    ,,
C901,LEUCEMIA PLASMOCITARIA                                                                              ,,
C902,PLASMOCITOMA EXTRAMEDULAR                                                                           ,,
C91,LEUCEMIA LINFOIDE E SUBTÍTULOS                                                                      ,,
C910,LEUCEMIA LINFOBLASTICA AGUDA                                                                        ,,
C911,LEUCEMIA LINFOCITICA CRONICA                                                                        ,,
C912,LEUCEMIA LINFOCITICA SUBAGUDA                                                                       ,,
C913,LEUCEMIA PRO-LINFOCITICA                                                                            ,,
C914,LEUCEMIA DE CELULAS PILOSAS                                                                         ,,
C915,LEUCEMIA DE CELULAS T DO ADULTO                                                                     ,,
C917,OUTRAS LEUCEMIAS LINFOIDES                                                                          ,,
C919,LEUCEMIA LINFOIDE, NAO ESPECIFICADA                                                                 ,,
C92,LEUCEMIA MIELOIDE E SUBTÍTULOS                                                                      ,,
C920,LEUCEMIA MIELOIDE AGUDA                                                                             ,,
C921,LEUCEMIA MIELOIDE CRONICA                                                                           ,,
C922,LEUCEMIA MIELOIDE SUBAGUDA                                                                          ,,
